"s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31","s32","s33","s34","s35","s36","s37","s38","s39","s40","s41","s42","s43","s44","s45","s46","s47","s48","s49","s50","s51","s52","s53","s54","s55","s56","s57","s58","s59","s60","s61","s62","s63","s64","s65","s66","s67","s68","s69","s70","s71","s72","s73","s74","s75","s76","s77","s78","s79","s80","s81","s82","s83","s84","s85","s86","s87","s88","s89","s90","s91","s92","s93","s94","s95","s96","s97","s98","s99","s100","s101","s102","s103","s104","s105","s106","s107","s108","s109","s110","s111","s112","s113","s114","s115"
148.108333683,138.475926198,130.37731497,148.159490776,131.805787505,138.69143565,129.88865739,134.725462903,126.978009293,137.014351622,136.066666873,134.392824247,130.123380031,124.999305624,137.303935639,125.4199074,131.633333561,127.67847227,136.03888899,123.914814621,132.969907559,129.449768782,128.57615757,127.706944715,124.692129416,134.573611222,124.061573876,129.288426129,120.403472567,134.353704119,124.701851845,136.371065039,128.495370626,133.109954151,123.437499735,131.606712972,133.127777555,129.31736163,129.223842531,124.19675924,132.579166746,123.249999889,132.636574486,127.505324083,137.775926463,124.890277571,125.687500106,128.96365748,124.763888857,125.510647705,123.220833556,137.205324501,120.088888433,128.788888952,119.47847227,127.310879623,119.383333529,120.198611164,129.566666847,120.860879464,126.178935088,117.568055492,134.241898669,120.469675795,132.1476853,130.663888778,126.51712975,122.974536859,122.660648515,129.479166571,122.400462908,127.989351723,119.757870446,133.159027783,121.149999767,130.665509208,127.392129495,130.765046671,125.715277916,121.460879729,124.641203843,123.415508986,129.392129808,128.768055614,136.390740877,120.787499719,130.748148108,124.33564815,130.134028053,125.707870457,128.537037203,136.098380004,125.025463019,126.893287028,119.982870547,132.764120706,120.251157236,128.89097227,127.95532403,128.339583588,120.48888873,129.236805465,128.441435252,128.440972434,128.23912051,125.98518539,134.473148998,123.154166651,134.282407596,128.495370362,134.277545924,126.413888915,124.030092483,131.678009425,125.381018554
148.409028159,138.435416947,131.303241052,148.122685099,131.893287436,138.809028122,129.828935205,134.825925922,126.70740758,137.621296173,136.072916884,134.536111546,129.98356524,125.193286991,137.463658089,125.566897975,131.960417006,127.696759187,136.490278027,123.96041637,133.384722296,129.332638974,128.552083434,127.753472069,125.084259224,134.615971788,123.99143485,129.418287288,120.640046475,134.633796909,125.197222312,136.449769338,128.726851914,133.266204045,123.333101643,131.879166889,133.359259261,129.359954151,129.148842621,123.983101871,132.398842854,123.047916476,132.692592912,127.534722132,137.837732108,124.839814658,125.859953827,128.96458346,124.992824178,125.558795918,123.24791672,137.052315103,120.048842223,128.760185485,119.576157406,127.354166736,119.30023161,120.93055555,129.575694842,121.096990463,126.002777566,117.909490691,134.252083551,120.420138799,132.495370478,130.712963035,126.471527709,122.988194127,123.291898335,129.387731557,122.66458345,128.145370404,120.089814843,133.214583376,121.01249991,130.933564938,127.20208319,130.869444932,125.797453949,121.800926087,124.70879648,123.42754612,129.409722169,128.88125035,136.527315034,120.561110862,130.545833296,124.583333249,130.156018792,125.790740914,128.497685252,136.032638884,124.699074035,126.826157353,119.983333439,132.702546777,119.882870102,128.812731716,128.019212982,128.454166762,120.350925816,129.378009086,128.472916683,128.326852279,128.199074131,126.162500079,134.368288035,123.017592674,133.884028021,128.432870425,134.446527667,126.422916513,124.195138703,131.514814822,125.213425928
148.660416725,138.445370626,132.305555736,148.19768521,131.91967632,138.815972455,129.69120379,134.99305555,126.555787208,138.218518416,136.163426182,134.596759531,129.764815145,125.621990755,137.64907483,125.411573993,132.221528,127.837962956,136.941667032,124.158564573,133.687037002,129.225925742,128.573148293,127.847453631,125.375463152,134.677545823,124.076157204,129.655787224,121.010416842,134.994907994,125.41805555,136.465278588,129.046296385,133.429861609,123.207175816,132.166898007,133.690277656,129.376389175,129.109259213,123.608101908,132.363657671,122.967592409,132.88055582,127.582638905,137.835648865,124.67523133,126.152778027,129.145370505,125.141898251,125.683564589,123.333101956,136.955093076,120.091666328,128.59629666,119.631944519,127.374305587,119.243055656,121.631018607,129.656713321,121.431018278,125.603009091,118.319675854,134.304630004,120.854629591,132.827777841,130.771990866,126.379860931,122.828240469,123.824768798,129.378472328,122.935416863,128.230555497,120.594444524,133.316666661,121.008333259,131.142361175,127.051157226,131.058333778,125.86875027,122.283101956,124.757638974,123.37986091,129.364120362,129.053935501,136.744213152,120.372453451,130.438657459,124.825462834,130.367129856,125.885879813,128.348379665,135.911805566,124.555324009,126.968055338,120.036805704,132.723148616,119.664814589,128.875231595,128.019212961,128.718981531,120.19884251,129.380786784,128.586342478,128.256713364,128.229166683,126.479861169,134.245834382,122.925231478,133.490277926,128.399537171,134.562499921,126.341666471,124.232638677,131.294444524,125.350462961
148.852546581,138.522222296,133.121296374,148.212962961,131.831482008,138.82893574,129.565740734,135.179629638,126.531481568,138.74583336,136.281481642,134.539814965,129.617129861,126.113888915,137.799769296,125.136573998,132.384953764,127.97592579,137.305556064,124.441203467,133.9203706,129.065509166,128.698842631,127.949768395,125.496759473,134.742592706,124.190972228,129.894907565,121.284259473,135.33171329,125.192824263,136.408102269,129.347222296,133.650000265,123.178935014,132.491666614,134.037268443,129.317361567,129.148611,123.161805508,132.499537314,123.192823776,132.987037436,127.587500164,137.733796607,124.532638958,126.383796634,129.190509425,125.215972238,125.822453467,123.438889016,136.851389276,120.161573786,128.390740935,119.703935242,127.437037251,119.231944482,122.199537023,129.650925928,121.753009001,125.110879437,118.649999852,134.371064997,121.210648012,133.117360957,130.818981621,126.22152764,122.516203494,124.26412069,129.464351866,123.1164353,128.144675769,121.208564896,133.431018686,121.056713083,131.130787086,126.836342404,131.166435692,125.878472169,122.812500074,124.895370595,123.244907453,129.338194572,129.23935203,137.000463348,120.420370208,130.346527894,124.957175933,130.653703838,126.002083455,128.156018655,135.815740596,124.617592462,127.234259054,120.118750217,132.743518808,119.625462781,129.007870473,127.933333476,128.96805581,120.073610957,129.317129776,128.650694482,128.273611408,128.287500021,126.912499984,134.184028678,123.056481451,133.197916651,128.441898219,134.640740739,126.298379485,124.092823786,131.228703822,125.686342647
148.896296374,138.484722312,133.574074041,148.249305577,131.736574586,138.791898558,129.486805423,135.306944508,126.571527762,139.027083492,136.367129861,134.443981658,129.562500159,126.483796379,137.885185851,124.957407464,132.452083429,128.063888809,137.462731934,124.658796157,134.08587975,128.962963072,128.780324247,128.021296194,125.523379649,134.789815029,124.331481494,130.016898055,121.415740877,135.561111461,124.835879829,136.359491195,129.547916667,133.892824178,123.215972069,132.739583158,134.278240723,129.237731981,129.197222159,122.825231563,132.600231727,123.456944275,133.045370589,127.581481552,137.657407771,124.441203822,126.510416926,129.212731573,125.260416757,125.885184977,123.463657549,136.803241014,120.19305536,128.32384269,119.695833397,127.47060202,119.210185226,122.507638926,129.624537108,121.954860846,124.755323935,118.855555465,134.388194572,121.250231319,133.286805503,130.837963141,126.121296104,122.216897943,124.52407457,129.531944402,123.168055619,128.045138688,121.671296464,133.51018539,121.054398293,131.01782403,126.706712887,131.229861551,125.869907337,123.18449076,125.007407586,123.108796093,129.336111238,129.368287304,137.190278122,120.512036981,130.312268511,124.990740612,130.86412043,126.059722291,128.0252316,135.739814642,124.700925763,127.410185088,120.160185279,132.766435427,119.665972063,129.125231791,127.831944524,129.141666778,120.019675774,129.307639069,128.684027963,128.349768856,128.316435268,127.230092589,134.175695239,123.227314647,133.061805545,128.518518607,134.675462834,126.30787025,123.977314594,131.210416804,125.98773152
148.853472487,138.012963078,134.116203811,148.317361244,131.148611752,138.808333826,129.565740861,135.418981489,125.853935273,139.247453388,136.562268766,134.35787051,129.347916879,126.892592594,137.953009833,124.770138672,132.41712985,128.484953573,137.445370822,124.751851622,135.281713078,128.815972084,129.033101871,127.655092737,125.672685231,134.765277714,124.421064711,130.039583482,121.888426166,135.697223065,124.378703732,136.196528244,130.024768681,134.413657787,123.226851787,133.149073823,134.727314923,129.1384265,129.490509086,122.158101739,133.156481801,122.9747683,133.279166879,127.806712929,137.715510024,124.600462839,127.046759166,129.806481759,125.317361058,125.970833386,123.6226853,137.018981589,120.158333116,128.14143521,119.701157612,127.670138942,119.117592769,122.775462966,129.618750223,122.115045993,124.617824003,119.081249989,134.424306006,120.584490617,133.60625017,130.939352157,125.533564541,121.623842462,124.933333455,129.805786943,123.127083423,127.749536737,122.466898346,133.602083227,121.077546268,130.27986118,126.315972058,131.333565198,125.796990622,123.663194434,125.121296226,122.970601633,129.162499952,129.734491179,137.717593018,119.970601665,130.323379808,124.850694185,131.3618059,125.696990734,128.015277783,135.731944381,124.912499724,127.643750244,120.405324358,132.815046628,119.26412006,129.457870732,127.818287002,129.62453724,119.833564705,129.387037166,129.027314907,128.42060203,128.36851884,127.654398113,134.212269364,122.883101569,132.728009409,128.620833667,135.118750249,126.246064817,123.436342631,131.153240824,126.219212966
148.769213427,137.890509388,133.943055624,148.373611212,131.117824655,138.86134305,129.562500154,135.574768522,126.158796167,139.189120261,136.570370616,134.356481557,129.502778043,126.887037034,137.934259897,124.671296289,132.306713263,128.537037028,137.219213337,124.821296083,135.322453896,128.984490633,129.230324109,127.731713168,125.694213041,134.724537086,124.507638931,129.953472333,121.94236136,135.746297036,124.437500159,136.153935623,130.161574189,134.619676293,123.296064827,133.413888688,134.961805677,129.306250535,129.429397991,121.885879601,133.278704076,123.014351659,133.555092886,128.571296321,137.869445244,124.904629596,127.23194454,129.809953886,125.618750079,125.943055518,123.595370558,137.328472212,120.368749698,128.08634261,119.531713221,127.764814779,119.11041681,122.827546289,129.644675986,122.106944195,124.561805322,119.077314774,134.457407909,120.789814705,133.473148272,130.822685454,125.483795998,121.519907252,125.110416826,129.917824025,123.056018485,127.640508959,122.779629776,133.644212935,121.533333291,129.900231494,126.203934929,131.460185528,125.850694243,123.763194386,125.276388995,123.06157377,128.966203727,129.775926182,137.935648584,120.031249804,130.316898341,124.74629603,131.422453917,125.667129654,128.238657464,135.739583158,124.960185077,127.553241041,120.521991014,132.734722434,119.239120176,129.527083588,127.846064721,129.835185422,119.803009107,129.633333376,129.213425795,128.575463125,128.400231817,127.687499915,134.326852565,123.070370054,132.771296464,128.701852226,135.44837985,126.66666672,123.342592653,131.16712957,126.397453705
148.642592923,137.702546586,133.668287081,148.475463057,131.023380073,138.90046312,129.662037086,135.82314815,126.390509537,139.073842584,136.51898187,134.312731965,129.647917128,126.804861016,137.897685719,124.45833328,132.137732135,128.571990861,136.899768877,124.78217579,135.067361318,129.293055503,129.381018819,127.807639101,125.740509372,134.633333365,124.600231367,129.801852073,122.034722365,135.828704304,124.612963136,136.1583339,130.40046312,135.030092722,123.30555555,133.799768559,135.278935173,129.556481981,129.284027576,121.543287018,133.409954023,122.978009182,133.920139117,129.163194503,138.095833996,125.293055418,127.575926277,129.881250058,125.906250191,125.865509033,123.546065029,137.717592732,120.481018135,127.899537102,119.336574184,128.015046273,119.056713178,122.784722402,129.712963173,122.108795993,124.520601548,119.017824072,134.49282474,120.76805537,133.208796305,130.567592859,125.531249952,121.4333331,125.446991269,130.016666704,122.983101797,127.476620086,123.205092886,133.725694741,122.046759182,129.466203605,125.988194132,131.604398526,125.868749952,123.916898092,125.484953547,123.298611127,128.647453674,129.79953732,138.10671339,119.99282376,130.283796295,124.592129559,131.495833317,125.476388772,128.636574152,135.745601945,125.081018633,127.450000111,120.696528006,132.630092986,118.912962797,129.623148372,127.909490776,130.190509261,119.719675832,130.027314705,129.608333312,128.658565066,128.42685212,127.682870393,134.494445478,123.036573749,132.94861127,128.826852009,135.92962957,127.099305593,123.229398049,131.131018692,126.425926012
148.535417043,137.507407639,133.318055709,148.429166608,130.862037521,138.840972434,129.773379575,136.074999995,126.249305752,138.89120352,136.354861387,134.229167154,129.69907448,126.661110942,137.761111482,124.054398282,132.077778244,128.482870425,136.587500127,124.546527682,134.634491089,129.603703658,129.296528154,127.758333678,125.676852104,134.537499836,124.699768321,129.647685411,122.075000117,135.911806202,125.145833381,136.236343172,130.577546448,135.498843008,123.319212951,134.091203785,135.536805508,129.753472726,129.033796061,121.366203711,133.452083641,122.732870187,134.110648447,128.916435205,138.255556234,125.501388772,128.063194826,130.051851956,125.951851887,125.620370155,123.566898367,138.007407602,120.38379586,127.715046395,119.005324321,128.390740691,118.870139133,122.616666889,129.827777979,122.034953393,124.4944441,118.971990803,134.590278334,120.442823887,132.805324067,130.297685464,125.880092478,121.478703504,125.78611153,130.009490792,122.915046226,127.375925673,123.419213115,133.779629776,122.231249926,129.176851734,125.768749804,131.667593018,125.729166529,123.939583328,125.582638677,123.722685183,128.359953631,129.716898304,138.023611503,119.979860761,130.117129654,124.422222111,131.427777709,125.140277635,129.170833376,135.691435236,125.11805563,127.333333487,120.819907549,132.518287595,118.321759028,129.605787118,128.074073961,130.495139027,119.503240607,130.531018416,130.01759269,128.651852189,128.510185554,127.675925922,134.664584324,122.627777539,133.27060203,128.973842748,136.246527709,127.203009256,123.332638825,131.05555573,126.202314901
148.445139371,137.297453748,132.962268591,148.281481483,130.656481822,138.76504675,130.043055465,136.225694227,125.946527735,138.738657395,136.073148457,134.207870499,129.716666985,126.449305312,137.658565368,123.450925859,132.139814917,128.184259017,136.279861397,124.07708328,134.294213205,129.81921303,128.99351875,127.668750079,125.456481626,134.440740453,124.628472095,129.457407543,121.948611376,135.980556133,126.192824247,136.381944842,130.699537113,135.892824528,123.322916577,134.234953833,135.650926034,129.80532457,128.806481171,121.450694307,133.325926087,122.376851654,133.945601998,128.207175885,138.275463359,125.529860862,128.610185427,130.103240765,125.770601866,125.275694222,123.610416932,137.999074459,120.157638534,127.578009431,118.532870616,128.653935231,118.694676023,122.485879707,129.936805693,121.822916418,124.456944105,118.880324094,134.678935565,120.383101829,132.414120303,130.08263909,126.422222021,121.696759086,126.153704013,129.867129691,122.934027746,127.428703308,123.302777857,133.805787155,122.000462744,129.020138825,125.506018363,131.58472272,125.455092435,123.849074067,125.731713025,124.22337966,128.188425875,129.54629631,137.704398537,120.057870081,129.81087975,124.248148076,131.285185178,124.929629448,129.684490765,135.675462755,125.139814689,127.143518421,120.765046512,132.363889233,117.917823855,129.514120478,128.329629522,130.599537346,119.237499942,130.94699066,130.352546247,128.537731912,128.563889101,127.61180545,134.809028779,122.063888619,133.641898134,129.148379707,136.341666863,127.094907294,123.520833455,131.047916884,126.046064891
148.449074321,137.159490914,132.788657363,147.993055619,130.61481523,138.670370722,130.429166592,136.224536928,125.748148235,138.605323919,135.690972402,134.176620383,129.662268978,126.266666487,137.512963496,123.109953695,132.286111275,127.847221947,136.111574284,123.570370102,134.181944683,129.823148219,128.606944497,127.618287049,125.16087958,134.383101469,124.472453541,129.358333551,121.656713163,135.992824692,127.042824237,136.332407893,130.746990686,135.974305905,123.376157432,134.173379845,135.62870388,129.719444969,128.58912006,121.916435205,133.088194566,122.313888751,133.574305556,127.733796279,138.102778127,125.246990479,129.125926071,130.23287051,125.561574258,124.919212802,123.685648388,137.739352179,120.057175657,127.512500201,117.92453715,128.756713035,118.503240845,122.615740898,130.068981674,121.589814679,124.368286673,118.847685226,134.752546671,120.557407342,132.071990787,129.892361297,126.977546215,121.92175907,126.526389164,129.591898198,122.967361122,127.574305312,122.903703727,133.728703833,121.660416375,128.832638825,125.226157247,131.442130062,125.133101728,123.708101877,125.771759351,124.374999989,128.018981414,129.228240818,137.378472736,120.254629358,129.46018539,124.137499958,131.072222243,124.598147964,130.083796257,135.556249783,125.156712866,126.851388862,120.572916794,132.290509658,118.005092298,129.297685316,128.648842441,130.392361318,119.019675838,131.229629543,130.570370388,128.492593002,128.634953944,127.620138672,134.93634368,121.633564446,133.947685247,129.296527905,136.214120531,126.753240633,123.674074199,131.012963163,126.236111132
148.488426182,137.077546236,132.740972296,147.709490607,130.691204299,138.642361461,130.915972212,136.140509356,125.806713051,138.548610963,135.327314917,134.158796591,129.590046665,126.108796157,137.434722763,123.154629633,132.418055603,127.548610904,136.048379893,123.170370134,134.103240638,129.735879564,128.384490871,127.668750026,124.829629713,134.336805476,124.18310159,129.286342753,121.304166794,136.018750657,127.030786996,136.130787542,130.786805651,135.787268824,123.44560194,134.04976876,135.580324496,129.562269031,128.551620033,122.532638878,132.789120552,122.473842578,133.158333535,127.69537051,137.869676336,124.760879501,129.525694529,130.249536996,125.431944497,124.671990405,123.771065039,137.411805847,120.118055259,127.519676097,117.355787214,128.608333296,118.448842653,123.024074115,130.142361265,121.491898039,124.193055169,118.837037007,134.809259653,120.454629548,131.898379644,129.748611339,127.332175779,122.065740575,126.83888908,129.275462956,123.041203674,127.772916651,122.409259293,133.592592796,121.463888619,128.577083413,124.989814764,131.301157777,124.868518379,123.605324237,125.856944333,124.086805693,127.832407353,128.92986118,137.131944937,120.299073945,129.168981775,124.056713019,130.903009415,124.37986092,130.356944487,135.453703668,125.306250117,126.521064774,120.292592684,132.244444768,118.393055291,129.123610957,128.907638767,130.01875017,118.894675896,131.337268559,130.675463088,128.565278154,128.681713178,127.657407353,135.068519423,121.436573866,134.09606487,129.446064864,136.042824475,126.392823993,123.708564917,130.996759335,126.782870589
148.450694942,137.050463062,132.820601861,147.570138539,130.700694789,138.68680599,131.465046342,136.229629978,126.122685189,138.657175663,135.103935247,134.021759219,129.429398341,125.936574189,137.316435968,123.241897986,132.56157412,127.331944434,136.040046485,122.992361032,133.952314997,129.503240792,128.327778196,127.808564811,124.620833323,134.286805434,123.865277635,129.108796469,120.989351951,136.015277767,126.493749984,136.012268882,130.888888952,135.59467651,123.489120266,133.981713083,135.508564933,129.433101887,128.571064446,123.318749809,132.599074358,122.609953758,132.829398489,127.851620282,137.766204029,124.351157443,129.738657602,130.136111101,125.269444577,124.666666301,123.850231791,137.07939859,120.215740479,127.518750085,117.018981579,128.520138862,118.473148113,123.437037034,130.181481552,121.52939798,124.141203774,118.820601866,134.937732018,120.193286996,131.90949094,129.560416762,127.625462961,122.228703652,126.993518538,129.121296411,123.062036869,127.881944333,122.000231669,133.370833831,121.352546215,128.301620303,124.920601914,131.248611455,124.721064737,123.646296422,125.961111265,123.571527841,127.774305571,128.753009293,137.09953742,120.244907406,129.033101983,123.952314817,130.82152818,124.320138582,130.613194439,135.500926246,125.449074205,126.31921294,120.10046312,132.273843013,118.828934945,129.047453949,128.997453435,129.677546326,118.871064769,131.563194773,130.907870367,128.709491041,128.746527767,127.788888894,135.25138927,121.395370314,134.179166847,129.628935099,135.906944852,126.112731446,123.590046406,131.004629517,127.335648314
148.036805762,136.518750196,133.129166449,147.193287245,130.003009192,138.560416969,132.304398076,136.275000143,125.546064885,138.935648182,134.557639053,134.017592912,128.752315076,125.550462998,136.972916868,122.438425864,132.608796289,127.09259252,135.844444524,122.820833259,133.643055492,128.546759197,128.476852046,127.595833471,124.575462829,134.128472222,122.983333021,128.863888974,120.196296443,135.787269015,125.01365748,135.506482336,130.779861254,135.210185575,123.193518294,134.014120563,135.439120478,129.013194572,128.277546268,124.019212813,132.125694609,123.180787007,132.356250164,127.519213009,137.521296533,123.715277598,129.47523133,129.831944344,125.202777841,125.022685051,124.097685358,136.265277852,119.560184993,127.092361222,116.36944446,128.131481679,118.04004639,123.926852078,130.018055439,121.369907051,123.937500016,119.112036848,135.266666979,119.130555508,131.913426336,128.788425981,127.40162034,121.958101628,127.121528074,128.758333609,122.614351691,127.752546316,121.234259383,132.985417265,120.250462691,128.327314822,124.636342584,131.436342912,124.368055344,123.642129686,126.141203764,122.812731335,127.708796416,128.298147874,137.054861376,118.326620208,128.995138804,123.413194444,130.829398304,123.490740501,130.874768596,135.330092785,125.62083337,126.129398314,119.63611136,132.287036996,118.880786922,128.966203912,128.520833243,129.151852126,118.465509065,131.658333619,131.25300925,128.855093103,128.821296453,127.871527836,135.445834001,121.432638624,133.947916767,129.737499931,135.717361487,125.584027656,123.238425954,130.869212818,127.892361318
148.069444635,136.429166587,133.320833222,147.145370817,129.897454209,138.44259314,132.436573913,136.447222471,125.796759637,138.962268851,134.476389074,134.057639164,128.717824247,125.713889005,136.77013945,122.218749825,132.558333376,127.050925912,135.771990871,122.923148044,133.499074019,128.010416651,128.446759362,127.581249974,124.804398314,133.958333423,122.797916571,128.72245378,119.936805752,135.568055942,124.474537086,135.416204442,130.753703621,135.211111445,123.061574035,133.970138878,135.404861164,128.832638974,128.35023152,124.908564769,131.940740956,123.257638788,132.278704119,127.528935189,137.496759892,123.487962887,129.303935215,129.681944688,125.269675975,125.231018284,124.236805715,135.922222466,119.50231443,126.872222349,116.588657443,127.950926161,118.017824364,123.821065113,129.898611148,121.536805296,123.901388735,119.262962945,135.368982061,119.180323903,131.997222371,128.543750344,127.251851839,121.733332952,127.065972159,128.614351924,122.634259171,127.617361053,121.079398171,132.807870679,120.02523116,128.546296263,124.626388772,131.657176171,124.400462855,123.760185093,126.215740628,122.488888794,127.792824247,128.339351993,137.09305581,118.343981425,129.235185226,123.095833365,130.810185358,123.348379766,131.073611339,135.386574146,125.656481489,126.29189815,119.452777794,132.206250286,119.304629352,128.886574125,128.312268564,129.001157777,118.615740596,131.828241136,131.434027545,128.978241433,128.828240755,127.864583164,135.551389323,121.658796061,133.931944752,129.794212633,135.700231923,125.570833307,123.129166741,130.781481319,127.726620558
148.303009393,136.356018639,133.637036763,147.163194513,129.708565256,138.212963581,132.356712914,136.404861312,125.983796416,138.850000519,134.431250127,134.323842594,128.783333715,126.172685321,136.668055964,122.308564684,132.453240644,127.206944317,135.73402791,122.950925774,133.508796453,127.534722233,128.35486127,127.480786943,125.243055391,133.878240702,122.682407363,128.722454039,119.694213221,135.23726867,124.01828689,135.247685957,130.571296189,135.283102152,122.831944429,133.807407814,135.360185268,128.618981462,128.452314758,125.777083312,131.740277825,123.078472037,132.279629887,127.648148288,137.397454166,123.209259139,129.130555566,129.71388917,125.362268543,125.345833132,124.522453886,135.699074252,119.5606477,126.821528016,116.987731473,127.668518448,117.964120679,123.661574401,129.810185109,121.691203499,123.735416434,119.540046289,135.398842981,119.472916518,132.115740967,128.428704002,126.817824178,121.253703324,127.088657432,128.404398187,122.715277725,127.547222169,121.045833418,132.811342865,119.627546088,128.951388619,124.72361101,131.898380084,124.387268395,123.919212924,126.299074094,122.453472031,127.854398319,128.495370489,137.155092843,118.237731351,129.695833392,122.671990856,130.829398219,123.195139069,131.35115757,135.378009584,125.558564912,126.534722307,119.366666603,132.152315071,119.411573818,128.822917,128.147685417,128.892824268,118.734722021,131.872222662,131.513657294,128.999537749,128.756481308,127.712499936,135.627778286,121.880323988,133.967824464,129.733796157,135.783796708,125.563194519,123.322222339,130.774074062,127.293287018
148.514120685,136.416666767,133.946296098,147.203703758,129.481944815,138.065278382,132.126157575,136.116898351,126.138889154,138.661574517,134.454398319,134.595138963,128.833102131,126.707638937,136.627083688,122.698379495,132.312268559,127.453472047,135.655324226,122.84675907,133.628240877,127.197685088,128.26226858,127.34398143,125.684259224,133.761573982,122.669907337,128.729166953,119.542361477,134.919444683,123.881018453,135.192361752,130.426851887,135.48379665,122.589583264,133.643750175,135.345601919,128.487731568,128.51157394,126.200462982,131.568750143,122.639351612,132.298148468,127.807639053,137.30324112,123.119444323,129.029398161,129.897916831,125.189814663,125.487036859,124.845833513,135.562268602,119.524305116,126.850694699,117.447222132,127.429166645,117.917361429,123.471991057,129.709259208,121.649305407,123.693055322,119.900462982,135.491667117,120.099305391,132.307639,128.296296639,126.534027751,120.779629421,127.187037034,128.284722275,122.713425785,127.466898182,121.228009415,132.829166863,119.028240522,129.21782394,124.929629612,132.163194821,124.397685157,124.191435231,126.370370362,122.831018273,128.023611318,128.812500143,137.325231669,117.997684998,130.145601776,122.342592584,130.95439824,123.13726875,131.771759452,135.410880025,125.428240956,126.887268543,119.422685152,132.027083561,119.301388714,128.736111445,128.033564944,128.862963205,118.709490569,131.979630099,131.704629628,128.856019274,128.756712966,127.558796178,135.624537685,121.979861122,134.11157456,129.684259166,135.900463343,125.512962951,123.671527984,130.816898055,127.07106487
148.703009484,136.531250132,134.222916328,147.40833319,129.324768819,137.993981934,131.918055428,135.797222625,126.314120611,138.505555884,134.504861212,134.832870626,128.896064864,127.143055598,136.57986118,123.212036822,132.204398256,127.796759065,135.634722466,122.728240628,133.721064912,127.236805439,128.30069455,127.324537182,126.052546406,133.735185056,122.757407194,128.694676034,119.51111153,134.602777852,124.16805555,135.376621421,130.311805667,135.625926357,122.453703562,133.40000018,135.214351643,128.500000132,128.623148123,125.908796348,131.508333672,122.317360947,132.29606497,128.107407517,137.290741422,123.261111159,129.091666672,129.978472328,124.97337949,125.647684987,125.15717588,135.55763908,119.297453594,126.986574067,117.985648086,127.432407379,117.843750265,123.346990797,129.617592536,121.466435152,123.783333111,120.12962976,135.605787373,120.632870256,132.508796162,128.268055725,126.312731457,120.377314568,127.334953933,128.214120446,122.660184892,127.438194333,121.606250132,132.819676426,118.34050898,129.252546512,125.263425652,132.364352226,124.3125,124.561573892,126.471296305,123.444444349,128.150000466,129.345601792,137.468518766,117.810648161,130.566435401,122.137036986,131.159722339,123.102083455,132.237268639,135.496296353,125.340509272,127.078935183,119.748379522,131.952083302,119.23425907,128.628935475,127.998611138,129.065741014,118.52245352,132.19143566,131.931250164,128.701389546,128.733333106,127.505092451,135.599537675,122.049768559,134.310880009,129.656712935,136.0280096,125.279629734,124.112731669,130.819675546,127.122685221
148.938426193,136.649074184,134.480555338,147.675694625,129.272222508,138.056713427,131.881018485,135.647685538,126.571296438,138.353472551,134.652777878,135.028472561,128.797222365,127.472453668,136.643750095,123.671527571,132.099074173,128.233796077,135.65995388,122.776388868,133.90462975,127.619675779,128.409722212,127.246527958,126.342824184,133.719907347,122.928472159,128.609490856,119.700000355,134.407407469,124.68657412,135.79930662,130.320138799,135.581019115,122.483333201,133.188657522,135.206249995,128.667129707,128.645370356,125.364815007,131.588194784,122.421990654,132.237268655,128.484259383,137.440741316,123.459490617,129.293981563,130.195139064,125.065972026,125.893981425,125.455092573,135.566203758,119.042129517,127.151388931,118.609953801,127.66087967,117.909028101,123.292361291,129.560879421,121.245833217,123.99074058,120.335648235,135.71828733,120.881944307,132.744212845,128.318981642,126.14768513,120.051620054,127.519907644,128.343981467,122.610184903,127.394907522,122.050926118,132.822917175,117.923842298,129.196990893,125.729166449,132.448843135,124.1189816,124.952546093,126.554861037,123.992129517,128.25416699,130.014583264,137.599768575,117.884953663,130.936574417,122.23101849,131.414120441,123.117129649,132.486574226,135.625462982,125.465277672,126.923842515,120.286342435,131.979629654,119.463657247,128.653241094,128.266203663,129.45694472,118.432870192,132.396759674,132.281481595,128.705093241,128.798610804,127.690277656,135.634491481,122.101620383,134.422916963,129.770601834,136.146296644,124.920138947,124.606481759,130.86898116,127.359259235
